Agency,Region,lake,LFENZID,Hydrological Year,TLI,MixingPattern,GeomorphicType
Horizons Regional Council,manawatu-whanganui,Lake Kohata (composite),17214,2020,4.9,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Kohata (composite),17214,2021,4.7,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Kohata (composite),17214,2022,5.1,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2015,5.4,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2016,5.5,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2017,5.2,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2018,5.7,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2019,6,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2020,5.1,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2021,5.1,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Herbert (Composite),17363,2022,4.8,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2014,5.1,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2015,4.5,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2016,4.9,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2017,5.3,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2018,4.8,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2019,5.4,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2020,5.2,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2021,4.6,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Pauri Composite,18933,2022,5.2,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2014,4.8,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2015,5.8,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2016,5.1,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2017,5.6,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2018,5,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2019,4.9,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2020,4.6,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2021,4.6,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Wiritoa Composite,18934,2022,5.1,Stratified,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2016,6.4,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2017,5.1,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2018,6.2,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2019,5.7,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2020,6.8,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2021,6.1,Polymictic,Aeolian
Horizons Regional Council,manawatu-whanganui,Lake Westmere (Composite),18951,2022,6.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2008,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2009,5.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2010,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2011,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2012,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2013,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2014,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2015,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2016,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2017,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2018,5.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2019,5.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2020,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2021,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waiparera at south centre,13467,2022,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2008,5,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2009,4.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2010,4.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2011,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2012,3.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2013,3.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2014,3.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2015,3.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2016,3.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2017,3.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2018,4.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2019,3.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2020,4,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2021,4.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Wainui at centre,17761,2022,5.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2008,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2009,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2010,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2011,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2012,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2013,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2014,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2015,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2016,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2017,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2018,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2019,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2020,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua South at centre,18717,2021,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2008,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2009,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2010,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2011,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2012,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2013,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2014,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2015,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2016,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2017,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2018,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2019,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2020,3.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Ngakapua North at centre,18718,2021,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2008,3.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2009,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2010,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2011,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2012,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2013,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2014,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2015,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2016,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2017,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2018,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2019,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2020,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotokawau (Aupouri) at center,18719,2021,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2008,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2009,4.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2010,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2011,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2012,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2013,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2014,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2015,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2016,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2017,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2018,3.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2019,3.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2020,3.4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Waipara at centre,19575,2021,3.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2008,2.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2009,2.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2010,2.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2011,2.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2012,2.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2013,2.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2014,2.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2015,2.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2016,2.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2017,1.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2018,1.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2019,2,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2020,1.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2021,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Taharoa at centre,21917,2022,2.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2008,3.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2009,2.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2010,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2011,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2012,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2013,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2014,3.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2015,3.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2016,2.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2017,2.5,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2018,3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2019,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2020,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2021,4.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Kai iwi at centre,21918,2022,3.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2008,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2009,2.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2010,2.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2011,2.7,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2012,2.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2013,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2014,2.9,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2015,3,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2016,2.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2017,2.3,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2018,2.6,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2019,2.2,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2020,2.4,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2021,3.1,Stratified,Aeolian
Northland Regional Council,northland,Lake Waikare at centre,21926,2022,2.8,Stratified,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2008,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2009,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2010,4.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2011,4.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2012,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2013,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2014,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2015,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2016,3.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2017,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2018,4.3,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2019,4,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2020,4.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Rotoroa (Aupouri) at north end,23681,2021,4.1,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2008,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2009,3.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2010,3.6,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2011,3.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2012,3.5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2013,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2014,4.9,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2015,5.2,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2016,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2017,5,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2018,4.8,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2019,4.7,Polymictic,Aeolian
Northland Regional Council,northland,Lake Heather at centre,23682,2020,4.6,Polymictic,Aeolian
